1000
(492, 236)
(385, 240)
(460, 235)
(309, 173)
(472, 175)
(375, 142)
(330, 250)
(421, 188)
(324, 213)
(289, 205)
(336, 145)
(412, 176)
(540, 172)
(494, 262)
(293, 251)
(399, 159)
(473, 65)
(323, 134)
(425, 307)
(405, 157)
(473, 234)
(487, 206)
(482, 137)
(287, 226)
(431, 117)
(418, 285)
(475, 111)
(386, 236)
(394, 237)
(391, 78)
(375, 147)
(292, 192)
(514, 159)
(411, 292)
(423, 115)
(354, 284)
(390, 234)
(472, 259)
(406, 322)
(379, 296)
(471, 192)
(315, 202)
(432, 92)
(350, 152)
(435, 132)
(437, 119)
(419, 188)
(512, 174)
(336, 249)
(494, 196)
(525, 72)
(434, 97)
(302, 229)
(412, 169)
(420, 187)
(488, 192)
(386, 317)
(388, 137)
(291, 201)
(385, 236)
(403, 178)
(497, 69)
(478, 80)
(416, 110)
(425, 123)
(503, 109)
(442, 232)
(530, 156)
(426, 156)
(314, 143)
(338, 186)
(501, 241)
(485, 272)
(300, 262)
(341, 218)
(401, 169)
(333, 177)
(491, 205)
(363, 214)
(426, 114)
(407, 134)
(397, 307)
(431, 187)
(408, 134)
(425, 235)
(505, 231)
(456, 182)
(523, 144)
(291, 252)
(524, 100)
(341, 237)
(453, 190)
(539, 166)
(367, 106)
(378, 164)
(434, 88)
(442, 159)
(355, 229)
(314, 176)
(488, 87)
(532, 81)
(506, 120)
(356, 165)
(475, 250)
(488, 67)
(402, 89)
(487, 92)
(559, 106)
(491, 91)
(562, 104)
(407, 160)
(363, 289)
(385, 91)
(365, 96)
(404, 274)
(505, 165)
(405, 187)
(488, 134)
(512, 181)
(396, 94)
(506, 138)
(298, 267)
(346, 248)
(484, 202)
(391, 320)
(444, 256)
(380, 314)
(424, 110)
(396, 301)
(390, 282)
(293, 253)
(405, 140)
(384, 177)
(382, 107)
(548, 75)
(338, 124)
(324, 172)
(419, 208)
(330, 217)
(360, 272)
(463, 199)
(403, 216)
(378, 147)
(431, 115)
(330, 219)
(390, 304)
(303, 281)
(383, 289)
(288, 199)
(402, 148)
(398, 165)
(555, 96)
(318, 158)
(495, 207)
(425, 97)
(468, 141)
(472, 208)
(495, 156)
(464, 145)
(505, 112)
(365, 193)
(441, 212)
(418, 201)
(338, 136)
(365, 293)
(366, 285)
(533, 107)
(426, 210)
(497, 161)
(292, 205)
(472, 113)
(402, 123)
(467, 246)
(530, 109)
(293, 196)
(404, 233)
(343, 123)
(505, 99)
(320, 216)
(549, 141)
(498, 192)
(343, 170)
(346, 278)
(303, 271)
(486, 121)
(344, 168)
(400, 125)
(403, 64)
(439, 166)
(494, 108)
(498, 114)
(403, 93)
(492, 263)
(436, 122)
(313, 272)
(316, 263)
(443, 189)
(321, 285)
(382, 148)
(422, 100)
(467, 188)
(355, 181)
(348, 252)
(467, 122)
(426, 293)
(297, 248)
(369, 278)
(341, 273)
(397, 99)
(335, 258)
(338, 186)
(517, 119)
(472, 229)
(348, 282)
(522, 217)
(534, 138)
(526, 182)
(412, 306)
(525, 85)
(384, 308)
(453, 285)
(421, 175)
(426, 235)
(341, 148)
(470, 160)
(348, 216)
(527, 217)
(347, 146)
(314, 146)
(404, 176)
(373, 258)
(379, 132)
(419, 217)
(385, 284)
(455, 84)
(316, 142)
(426, 236)
(429, 114)
(420, 261)
(423, 287)
(558, 109)
(508, 214)
(323, 253)
(563, 110)
(364, 189)
(467, 154)
(557, 131)
(348, 252)
(341, 127)
(416, 189)
(485, 108)
(454, 225)
(441, 241)
(397, 262)
(437, 202)
(386, 299)
(499, 187)
(365, 170)
(498, 175)
(429, 107)
(424, 171)
(309, 273)
(554, 84)
(446, 240)
(438, 80)
(539, 107)
(550, 29)
(485, 179)
(413, 308)
(518, 95)
(418, 200)
(383, 232)
(501, 194)
(506, 229)
(399, 237)
(517, 170)
(449, 130)
(465, 90)
(437, 224)
(328, 226)
(321, 142)
(424, 191)
(474, 141)
(367, 229)
(418, 74)
(305, 210)
(549, 95)
(530, 198)
(337, 159)
(359, 114)
(506, 227)
(373, 205)
(369, 137)
(358, 161)
(305, 237)
(532, 160)
(413, 173)
(463, 189)
(497, 63)
(303, 233)
(504, 88)
(495, 187)
(367, 157)
(357, 276)
(514, 69)
(504, 194)
(459, 149)
(355, 171)
(378, 127)
(416, 165)
(350, 133)
(427, 222)
(431, 244)
(498, 141)
(447, 194)
(381, 197)
(362, 263)
(341, 227)
(462, 113)
(529, 228)
(410, 281)
(387, 288)
(372, 269)
(427, 169)
(527, 175)
(302, 247)
(479, 145)
(346, 283)
(476, 177)
(426, 195)
(327, 245)
(462, 289)
(398, 138)
(348, 171)
(425, 310)
(300, 266)
(450, 236)
(429, 311)
(515, 147)
(335, 149)
(351, 187)
(459, 258)
(445, 160)
(423, 201)
(375, 296)
(518, 70)
(330, 273)
(371, 194)
(448, 278)
(416, 210)
(486, 86)
(539, 152)
(304, 186)
(430, 302)
(320, 167)
(482, 130)
(457, 170)
(394, 311)
(506, 240)
(390, 208)
(424, 130)
(352, 235)
(303, 212)
(383, 158)
(380, 311)
(358, 218)
(517, 203)
(475, 179)
(326, 198)
(442, 97)
(426, 201)
(426, 153)
(385, 206)
(377, 192)
(356, 231)
(429, 137)
(532, 102)
(308, 149)
(399, 293)
(473, 87)
(371, 107)
(539, 100)
(321, 185)
(391, 282)
(415, 297)
(408, 198)
(329, 271)
(453, 268)
(368, 247)
(334, 241)
(498, 184)
(360, 265)
(342, 132)
(467, 137)
(552, 124)
(450, 209)
(513, 242)
(408, 173)
(411, 128)
(463, 79)
(335, 165)
(468, 217)
(320, 289)
(503, 162)
(493, 135)
(330, 230)
(539, 127)
(420, 73)
(482, 79)
(346, 119)
(324, 291)
(373, 194)
(472, 121)
(454, 217)
(352, 112)
(380, 182)
(456, 197)
(534, 84)
(437, 90)
(350, 204)
(418, 88)
(441, 91)
(442, 228)
(407, 230)
(475, 168)
(382, 101)
(493, 165)
(457, 264)
(481, 188)
(387, 129)
(407, 301)
(402, 286)
(546, 90)
(326, 148)
(511, 88)
(399, 317)
(367, 283)
(475, 92)
(322, 199)
(458, 74)
(454, 281)
(416, 265)
(314, 166)
(552, 126)
(437, 124)
(417, 285)
(356, 108)
(472, 96)
(396, 88)
(525, 151)
(373, 260)
(372, 119)
(424, 116)
(426, 273)
(472, 152)
(401, 214)
(463, 162)
(351, 170)
(308, 279)
(472, 213)
(410, 314)
(395, 203)
(402, 297)
(386, 245)
(523, 153)
(527, 146)
(315, 252)
(385, 104)
(391, 245)
(528, 91)
(358, 198)
(538, 189)
(325, 200)
(463, 259)
(510, 130)
(364, 214)
(492, 160)
(494, 123)
(351, 244)
(507, 123)
(487, 71)
(318, 191)
(332, 180)
(328, 256)
(529, 142)
(300, 240)
(415, 219)
(450, 73)
(452, 244)
(311, 279)
(383, 303)
(400, 67)
(313, 191)
(471, 126)
(500, 190)
(471, 177)
(347, 242)
(319, 164)
(413, 196)
(423, 149)
(494, 201)
(401, 222)
(441, 104)
(431, 188)
(466, 68)
(391, 84)
(388, 268)
(512, 138)
(344, 159)
(409, 224)
(458, 231)
(489, 104)
(479, 201)
(474, 71)
(508, 188)
(441, 138)
(473, 102)
(465, 213)
(361, 171)
(392, 277)
(547, 72)
(482, 123)
(411, 182)
(453, 187)
(329, 148)
(492, 259)
(479, 103)
(491, 143)
(411, 130)
(494, 204)
(374, 116)
(400, 104)
(422, 293)
(499, 258)
(503, 111)
(388, 222)
(373, 255)
(396, 111)
(344, 198)
(363, 282)
(375, 106)
(334, 143)
(457, 67)
(374, 280)
(365, 260)
(445, 240)
(337, 258)
(451, 101)
(367, 129)
(475, 272)
(392, 288)
(405, 225)
(434, 108)
(502, 119)
(509, 129)
(342, 254)
(336, 284)
(399, 105)
(481, 191)
(486, 148)
(436, 86)
(481, 137)
(422, 227)
(517, 93)
(490, 77)
(412, 145)
(452, 95)
(375, 151)
(347, 117)
(527, 152)
(1000, 990)
